Price,House_Type,Area_in_sq_ft,No._of_Bedrooms,Location,City/County
1195000,House,2149,4, Esher,Surrey
395000,Penthouse,594,1, Greenwich,London
795000,Flat / Apartment,862,2,24 Marsh Wall,London
1350000,Flat / Apartment,1768,3,Bishops King Road,London
3600000,Flat / Apartment,2147,3,24 New Globe Walk,London
1599950,Flat / Apartment,1111,3,Fernshaw Road,London
1850000,Flat / Apartment,1176,2,1 St. George Wharf,London
875000,House,1211,3,Putney,London
1350000,House,1830,5,,London
625000,Flat / Apartment,760,2,,London
5500000,House,4273,6,,London
1595000,House,1643,5,Chiswick,London
4750000,House,2979,4,,London
675000,Flat / Apartment,638,1,Fulham,London
900000,Flat / Apartment,822,2,Islington,London
6450000,House,5288,6,Belsize Park,London
1600000,House,1195,2,Islington,London
3750000,Flat / Apartment,1358,2,Mayfair,London
465000,Flat / Apartment,730,2,Homerton High Street,London
850000,Flat / Apartment,842,2,,London
3250000,House,3179,6,Barnes,London
1500000,Flat / Apartment,1200,2,84 St. Katharines Way,London
450000,Flat / Apartment,717,2,Canary Wharf,London
2375000,Flat / Apartment,2123,3,Emery Hill Street,London
1550000,House,3065,4,Esher,Surrey
1780000,House,2264,5,Ealing,London
775000,Flat / Apartment,729,2,De Beauvoir,London
1450000,Flat / Apartment,1700,4,Earsby Street,London
425000,Flat / Apartment,563,1,Bow,London
2250000,Flat / Apartment,1171,2,,London
4250000,Penthouse,1946,4,,London
2000000,House,2009,4,Barnes,London
800000,House,1260,4,Canary Wharf,London
900000,House,1275,3,Homerton,London
6950000,House,3774,5,,London
779000,Flat / Apartment,832,2,Putney,London
945000,House,1146,2,Putney,London
1295000,House,2055,4,Northwood,Middlesex
599999,Flat / Apartment,821,2,,London
550000,Flat / Apartment,630,2,,London
700000,Flat / Apartment,680,2,,London
1850000,House,1512,3,Islington,London
1299995,House,2394,5,Esher,Surrey
2850000,House,5116,6,East Molesey,Surrey
2650000,House,2942,6,Richmond,Surrey
795000,New development,541,1,24 Bartholomew Close,London
995000,Penthouse,1485,3,Greenwich,London
2850000,House,5380,6, Tadworth,Surrey
750000,Flat / Apartment,1043,3,,London
900000,House,1207,3,,London
875000,Flat / Apartment,922,3,John Islip Street,London
775000,House,1201,3,,London
565000,Flat / Apartment,653,1, Canary Wharf,London
2000000,New development,1342,3,Shoreditch,London
1000000,New development,772,2,Shoreditch,London
3075000,House,1477,3,,London
1250000,House,1877,4,Canary Wharf,London
895000,Flat / Apartment,601,1,Fitzrovia,London
900000,Flat / Apartment,1273,2,Shoreditch,London
699950,House,1226,3,West Molesey,Surrey
850000,Flat / Apartment,1382,3,Dartmouth Park,London
725000,Flat / Apartment,872,2,Battersea,London
345000,Flat / Apartment,433,1,Wandsworth,London
950000,House,1896,4,Oxhey,Watford
1700000,Penthouse,1378,3,Maida Vale,London
1550000,Flat / Apartment,958,3,,London
1350000,Flat / Apartment,1428,3,4-10 Lexham Gardens,London
999950,Flat / Apartment,726,2,Highbury,London
3300000,House,2640,5,Islington,London
1200000,House,2491,3,Surbiton,Surrey
899950,House,1504,3,Esher,Surrey
485000,New development,545,1,,Surrey Quays
630000,Penthouse,1043,2,72 Lindfield Street,London
720000,Flat / Apartment,987,2,Greenwich,London
2350000,House,2666,4,Grove Park,London
800000,Flat / Apartment,703,2,,London
1800000,House,1909,4,Battersea,London
1650000,House,2942,5,,London
367500,Flat / Apartment,472,1, Bow,London
945000,Flat / Apartment,1081,2,,London
2500000,House,5101,6, Leatherhead,Surrey
995000,House,1845,4,Oxhey Village,Watford
685000,Flat / Apartment,560,1,4 Canter Way,London
1100000,House,1582,4,Hampstead,London
865000,New development,606,1, Earls Court,London
725000,Flat / Apartment,696,2,Haverstock Street,London
1200000,House,1310,4,Chiswick,London
1700000,House,2126,4,Barnes,London
425000,Flat / Apartment,574,1,,London
995000,House,1839,5,Surbiton,Surrey
525000,Flat / Apartment,596,2,375 Earlsfield Road,London
6350000,House,2948,4,,London
2275000,House,2803,5,Teddington,Middlesex
825000,Flat / Apartment,722,2, 352 Queenstown Road,London
1750000,Flat / Apartment,1481,2,93 Albert Embankment,London
1100000,House,1632,3, Wandsworth,London
530000,Flat / Apartment,626,2,,London
1795000,Flat / Apartment,1149,2,St. John's Wood,London
725000,Flat / Apartment,805,2,,London
775000,Flat / Apartment,996,2,Hackney,London
850000,House,1242,3,,London
825000,House,1272,3,Esher,Surrey
845000,House,1510,4,,London
850000,Flat / Apartment,826,2,Clerkenwell,London
875000,Flat / Apartment,977,2,Chiswick,London
1000000,House,1354,3,Barnes,London
1050000,Flat / Apartment,751,2,78 Buckingham Gate,London
575000,Flat / Apartment,765,2,,London
995000,Flat / Apartment,1013,2,,London
1650000,House,3285,4,Esher,Surrey
1545000,New development,1440,2,,London
869995,Flat / Apartment,1333,2,,London
1295000,House,1647,4,Putney,London
4250000,House,3893,5,25 Ham Common,Surrey
1800000,House,1467,3,,London
799950,Flat / Apartment,1194,3,,London
1999500,House,3769,5,Esher,Surrey
775000,Flat / Apartment,863,2,Putney,London
885000,Penthouse,1084,3,,London
495000,Flat / Apartment,821,2, Greenwich,London
1550000,New development,2690,5,East Molesey,Surrey
600000,Flat / Apartment,455,1,95 Elm Park Gardens,London
1925000,House,4124,6,Banstead,Surrey
3425000,House,3622,6,,London
1500000,House,2278,5,Barnes,London
800000,Flat / Apartment,708,2, 372 Queenstown Road,London
1050000,Flat / Apartment,1020,2,,London
675000,Flat / Apartment,628,2,Islington,London
875000,Flat / Apartment,1077,2,Highgate,London
1900000,House,2061,5,,Twickenham
450000,Flat / Apartment,708,2,Northwood,Middlesex
750000,Flat / Apartment,778,2,,London
685000,New development,1000,3,Dalston Lane,London
4000000,House,2435,3,Marylebone,London
1335000,House,1771,3,Putney,London
2250000,New development,1265,3,150 Vaughan Way,London
1625000,Flat / Apartment,1612,3, Hampstead,London
850000,Flat / Apartment,723,2,,London
550000,Flat / Apartment,536,1,,London
1400000,House,1259,3,,London
1200000,House,1335,4,Nightingale Triangle,London
5995000,New development,6313,6,Wimbledon,London
495000,Flat / Apartment,767,2,Copperwood Place,London
2750000,House,2479,4, Islington,London
1675000,House,2110,4,Hackney,London
1595000,Flat / Apartment,1316,3, Westminster,London
1395000,Flat / Apartment,1171,3,St. Johns Wood Park,London
3295000,Flat / Apartment,2435,4,9 Abbey Road,London
800000,Flat / Apartment,857,1,Spitalfields,London
3300000,House,1669,3,Belgravia,London
625000,Flat / Apartment,729,2,Richmond,Surrey
1000000,House,2232,5,Chigwell,Essex
2250000,House,1735,3,,London
550000,Flat / Apartment,585,1,Highbury,London
3250000,House,2813,5,Highgate,London
2990000,House,3175,6, Fulham,London
475000,Flat / Apartment,566,1,Asher Way,London
750000,Flat / Apartment,885,2, Limehouse,London
675000,Flat / Apartment,858,3,,London
950000,Flat / Apartment,1016,2,Barnes,London
450000,Flat / Apartment,495,1,Wandsworth,London
1500000,House,5587,7, Coulsdon,Surrey
2250000,Flat / Apartment,1547,3,Primrose Hill,London
2295000,House,3823,6,,Twickenham
2675000,House,1087,3,,London
3650000,House,4135,5,Richmond,Surrey
1250000,Flat / Apartment,943,2,2-4 Primrose Hill Road,London
650000,Flat / Apartment,1031,2, Esher,Surrey
850000,Flat / Apartment,861,2, Vauxhall,London
1000000,Flat / Apartment,1514,2, Canary Wharf,London
825000,Flat / Apartment,687,2,Kentish Town,London
1050000,Flat / Apartment,1091,2, Regatta Lane,London
2375000,House,3116,6,Highgate,London
2950000,House,3235,6,Putney,London
1595000,Flat / Apartment,1219,2, Battersea,London
3750000,House,2243,5,St John's Wood,London
550000,Flat / Apartment,599,1, Queens Park,London
590000,Flat / Apartment,1048,2, Royal Docks,London
1298000,New development,591,1,Covent Garden,London
7100000,House,2908,5,Belgravia,London
450000,Flat / Apartment,572,1,Wandsworth,London
1795000,House,1842,3, Islington,London
375000,Flat / Apartment,450,1,,London
660000,Flat / Apartment,929,2, Canary Wharf,London
7950000,Flat / Apartment,4168,4,Primrose Hill,London
775000,Flat / Apartment,858,2,,London
995000,Flat / Apartment,875,2, Shoreditch,London
1350000,House,1520,3,Barnes,London
535000,Flat / Apartment,887,3,,London
385000,Flat / Apartment,344,1,,London
1195000,Flat / Apartment,723,2,,London
1195000,Penthouse,1260,3, Putney,London
1575000,Flat / Apartment,979,2,Marylebone,London
3700000,House,2381,4,,London
550000,Flat / Apartment,474,1,Kentish Town,London
4250000,House,2402,3,Hampstead,London
1300000,House,1668,4,,London
625000,Flat / Apartment,491,1,,London
445000,Flat / Apartment,667,2,Devonport Street,London
670000,Flat / Apartment,743,2,,London
1385000,House,1837,4,,London
1650000,House,2305,5,,London
625000,Flat / Apartment,768,2,Nightingale Lane,London
995000,Flat / Apartment,800,2,Clerkenwell,London
465000,Flat / Apartment,594,1,Chiswick,London
1300000,Flat / Apartment,1299,2, Barnes,London
2000000,House,3165,5,,London
1075000,Flat / Apartment,1138,2, Hampstead,London
5000000,House,4980,6,,London
1750000,New development,2431,4,Hilgrove Road,London
1850000,House,1679,3,,London
900000,Flat / Apartment,1054,2, Limehouse,London
4795000,Flat / Apartment,3943,5, Vauxhall,London
600000,Flat / Apartment,568,1,Augustas Lane,London
665000,Flat / Apartment,956,2,,London
1650000,House,2335,3,Wandsworth,London
999950,House,2249,5,Esher,Surrey
2250000,House,2030,6,,London
1245000,House,1773,4,,London
435000,Flat / Apartment,510,1,Hackney,London
2000000,House,2315,5,,London
700000,Penthouse,623,2,176 Gray's Inn Road,London
730000,New development,801,2,30-34 Woodfield Place,London
525000,Flat / Apartment,1239,2, Northwood,Middlesex
7250000,New development,1991,3,Marylebone,London
2895000,House,4503,7,,London
2850000,Flat / Apartment,1275,3, Mayfair,London
599950,Flat / Apartment,710,2,,London
5250000,House,3092,5,Marylebone,London
600000,Flat / Apartment,869,2, Greenwich,London
2350000,House,3071,5,,London
899950,Flat / Apartment,1195,2,Putney,London
670000,Flat / Apartment,662,1,,London
1175000,Flat / Apartment,776,2, Notting Hill,London
1550000,House,1953,4,,London
1995000,House,2116,5,,London
1950000,Flat / Apartment,809,2,,London
725000,Duplex,940,3,Hertford Road,London
2250000,House,2293,4,South Hampstead,London
400000,Flat / Apartment,708,2,Chiswick,London
875000,Flat / Apartment,1141,2,,110 Battersea Park Road
1500000,Flat / Apartment,1186,3,,London
2150000,House,2598,5, Wandsworth,London
895000,House,1133,3,Barnes,London
2175000,House,2243,4,,London
1750000,House,2012,5,,London
8500000,Flat / Apartment,3493,4,,London
2500000,House,1888,3,Marylebone,London
925000,House,760,2,,London
550000,Flat / Apartment,481,1,99 Leman Street,London
879950,New development,1048,2, Putney,London
2300000,House,2526,5,Chiswick,London
650000,Flat / Apartment,664,2, Putney,London
600000,New development,813,2,Palmerston Road,London
775000,Flat / Apartment,941,1,315 Kingsland Road,London
7250000,Flat / Apartment,2248,4,Regent's Park,London
950000,Flat / Apartment,1160,3,,London
1650000,House,2434,5,,London
1000000,Flat / Apartment,909,2,,London
975000,Flat / Apartment,1281,2,,London
675000,Flat / Apartment,1097,2,Smugglers Way,London
3495000,Flat / Apartment,2176,3,,London
350000,Flat / Apartment,507,1,70 Parkside,London
880000,House,1573,3,Northwood,Middlesex
1250000,Flat / Apartment,763,1,Bayswater,London
800000,Flat / Apartment,1022,2,Canonbury,London
735000,Flat / Apartment,747,2,Hackney,London
1995000,New development,1495,4,,London
1350000,House,2355,5,,London
995000,House,1255,4,,London
2000000,House,2680,6,,London
750000,Flat / Apartment,1019,2,,London
1450000,Flat / Apartment,1849,2,4 Fairmont Avenue,London
1300000,New development,1203,3,Canary Wharf,London
800000,Flat / Apartment,833,2,,London
1100000,House,1822,4,East Molesey,Surrey
2795000,House,4704,4,Walton-on-Thames,Surrey
2000000,House,2226,4,,London
360000,Flat / Apartment,411,1,Bethnal Green,London
950000,Flat / Apartment,970,2, Fulham,London
825000,Flat / Apartment,1819,3,King Edward Place,Bushey
2950000,Flat / Apartment,840,2,Mayfair,London
1200000,House,1572,3,,London
15000000,New development,6333,4,,London
950000,Penthouse,1255,2,,London
1495000,Flat / Apartment,939,2,,London
2750000,House,2738,5,,London
615000,Flat / Apartment,694,2,Manfred Road,London
580000,Flat / Apartment,817,2,Wandsworth,London
475000,Flat / Apartment,695,2,,London
525000,Flat / Apartment,1152,3,,London
325000,Flat / Apartment,500,1,210 Poplar High Street,London
995000,Flat / Apartment,1039,2,College Crescent,London
995000,House,1275,2,Battersea,London
1295000,House,1775,3,,London
1150000,House,1758,4,Wandsworth,London
1100000,House,1432,4,Wandsworth,London
560000,Flat / Apartment,661,2,,London
475000,Flat / Apartment,471,1,Shannon Place,London
1100000,Penthouse,1052,2, Shoreditch,London
7250000,Flat / Apartment,2258,3,,London
1695000,House,1842,4,Richmond,Surrey
499999,Flat / Apartment,464,1,Chalk Farm,London
398000,Flat / Apartment,292,1,Primrose Hill,London
845000,House,776,2,,London
2100000,House,1677,3,Islington,London
1395000,Flat / Apartment,1359,3,,London
900000,Flat / Apartment,1013,2,10 Llanvanor Road,London
1850000,House,1623,3,,London
4500000,Flat / Apartment,2774,4,Belsize Park,London
1650000,House,2698,5,East Molesey,Surrey
925000,House,1483,4,Esher,Surrey
1495000,Flat / Apartment,868,2,,London
1245000,House,1489,4,,London
950000,Flat / Apartment,1087,3,,London
3300000,House,4415,6,,London
800000,Flat / Apartment,814,2,Clerkenwell,London
725000,Flat / Apartment,1023,2,,311 Goldhawk Road
3000000,House,2853,5,,London
2350000,House,2299,5,Battersea,London
1860000,Flat / Apartment,1174,2,Victoria,London
850000,Flat / Apartment,601,2, Westminster,London
650000,Flat / Apartment,929,2, Canary Wharf,London
775000,Flat / Apartment,780,3,,London
2575000,House,3785,5,East Molesey,Surrey
625000,Flat / Apartment,693,2,Fulham,London
885000,New development,1175,3,Kenninghall Road,London
595000,New development,647,2,Putney,London
595000,New development,657,2,Putney,London
539950,New development,592,2,Putney,London
750000,Flat / Apartment,1420,2,Clapham Common North Side,London
1750000,Flat / Apartment,1203,3, Islington,London
575000,Flat / Apartment,701,2,5 Hutchings Street,London
1300000,House,1272,4,,London
650000,Flat / Apartment,864,3,Eastway,London
2750000,Flat / Apartment,1471,3,Primrose Hill,London
2275000,Flat / Apartment,1540,3,Primrose Hill,London
1295000,Flat / Apartment,887,2,9 Gatliff Road,London
675000,Flat / Apartment,863,2,Richmond,Surrey
1695000,House,5242,8,,Watford
760000,Flat / Apartment,764,2,,London
850000,Flat / Apartment,820,2,,London
850000,House,1356,3,London,Wandsworth
3750000,House,5272,5,Chigwell,Essex
285000,Flat / Apartment,693,2,Buckhurst Hill,Essex
470000,Flat / Apartment,885,2, Loughton,Essex
1575000,House,1799,4,Hackney,London
625000,New development,667,2,,London
1900000,House,2199,4,Chiswick,London
2895000,House,3334,6,Barnes,London
725000,Flat / Apartment,748,2,,London
750000,Flat / Apartment,580,1,101 Wood Lane,London
1100000,House,1324,3,,London
2350000,Flat / Apartment,2168,3, Battersea,London
2150000,Flat / Apartment,1959,3,47 Marsham Street,London
1300000,House,2346,5,Wimbledon,London
795000,Flat / Apartment,1082,2, Wimbledon,London
1350000,Flat / Apartment,1888,3,Wimbledon,London
510000,Flat / Apartment,721,2,,London
550000,Flat / Apartment,469,2, Marylebone,London
635000,Flat / Apartment,619,2,Eamont Street,London
670000,Flat / Apartment,669,1,Winchester Road,London
675000,Flat / Apartment,774,1,,6 Deal Street
1000000,Flat / Apartment,1173,2,Shoreditch,London
3650000,House,1616,2,,London
2000000,House,1884,5,Richmond,Surrey
1075000,House,1255,3,Putney,London
799950,Flat / Apartment,905,2,Putney,London
3695000,House,4661,6,Putney,London
1750000,House,3026,5,Northwood,Middlesex
500000,Flat / Apartment,524,2,,London
855000,Flat / Apartment,926,2,,London
675000,Flat / Apartment,693,2,,London
1295000,House,1324,4,,London
1450000,House,1920,5,,London
1675000,House,1558,3,,London
450000,Flat / Apartment,458,1,,London
600000,Flat / Apartment,818,2,,London
525000,Flat / Apartment,565,1,,London
850000,Flat / Apartment,791,2,Elgin Avenue,London
1095000,Flat / Apartment,663,2,Marylebone,London
2575000,Flat / Apartment,1374,3,Marylebone,London
1750000,Flat / Apartment,1089,2,Mayfair,London
5950000,New development,11610,6,Oxshott,Surrey
1950000,House,1010,2,,London
1395000,Flat / Apartment,757,1,,London
3200000,House,2282,3,,London
775000,Flat / Apartment,476,1,,London
2300000,House,1433,3,,London
300000,Flat / Apartment,483,1,Livermere Road,London
1795000,House,1787,4,Kentish Town,London
1550000,House,1888,4,,London
875000,Flat / Apartment,985,2,,London
2350000,House,2858,5, Fulham,London
1950000,Flat / Apartment,1730,3,Ranelagh Gardens,London
1400000,House,1102,3, Fulham,London
2750000,House,3558,7,,London
500000,Flat / Apartment,770,2,Ealing,London
1150000,House,2382,5, Esher,Surrey
900000,House,1606,4,Esher,Surrey
500000,House,669,2,Surbiton,Surrey
1150000,House,1961,4,Surbiton,Surrey
870000,Flat / Apartment,635,1,1-3 Coleherne Road,London
1160000,Flat / Apartment,689,2,,London
1350000,New development,1023,3,,London
1075000,Flat / Apartment,1575,2,,London
695000,Flat / Apartment,848,2,,London
1225000,House,1350,3,,London
2300000,House,2668,5,,London
550000,Flat / Apartment,848,2,10 Gatton Road,London
450000,Flat / Apartment,640,2, Canary Wharf,London
399995,Flat / Apartment,569,1,2 Rennie Street,London
650000,Flat / Apartment,1399,2, Canary Wharf;,London
950000,Flat / Apartment,963,2,Clerkenwell,London
885000,Flat / Apartment,747,2,Clerkenwell,London
1595000,House,1688,5,Chiswick,London
675000,House,705,2,20-24 Beaumont Road,London
11200000,House,4576,5,,London
2500000,House,3491,6,Barnes,London
775000,New development,672,1,101 Wood Lane,London
995000,Flat / Apartment,1081,3,22 Bute Gardens,London
570000,Flat / Apartment,640,1,59 Lurline Gardens,London
950000,Flat / Apartment,935,2, Battersea,London
550000,Flat / Apartment,569,2, Shoreditch,London
1200000,Flat / Apartment,1101,2, Fulham,London
1900000,Flat / Apartment,1961,3, Wimbledon,London
600000,Flat / Apartment,721,2,Wandsworth,London
5750000,House,3753,6,St John's Wood,London
450000,Flat / Apartment,549,1,1A Belsham Street,London
2950000,House,2142,4,,London
1795000,House,2064,4,1A Frognal,London
2750000,House,5810,5,East Molesey,Surrey
875000,House,1756,4,Chipstead,Surrey
850000,Flat / Apartment,1030,3,,London
850000,Flat / Apartment,930,2,,London
2195000,Flat / Apartment,1384,4,,London
899995,Penthouse,1310,2,20 Western Gateway,London
700000,Flat / Apartment,560,2,,London
2125000,House,2128,4,Barnes,London
975000,Flat / Apartment,1033,3,,London
2000000,Flat / Apartment,1467,3,Bloomsbury,London
450000,Flat / Apartment,677,1,3 Western Gateway,London
375000,Flat / Apartment,502,1,Felstead Street,London
650000,Flat / Apartment,562,1,3 Myddelton Passage,London
2200000,House,2177,4,,London
1200000,House,2194,6,Northwood,Middlesex
1395000,House,1835,4,Putney,London
375000,Flat / Apartment,590,1, Newham,London
1200000,Flat / Apartment,956,1,,London
2495000,House,2580,5,,London
950000,House,2194,4,,Watford
650000,Flat / Apartment,662,1,Augustas Lane,London
1250000,Flat / Apartment,1159,2,Chelsea Harbour,London
775000,Flat / Apartment,847,2,South Hackney,London
695000,Flat / Apartment,774,3,,London
375000,Flat / Apartment,526,1,,London
830000,Flat / Apartment,930,2,,London
2350000,New development,4777,5,Esher,Surrey
1000000,House,2544,4,Northwood,Middlesex
635000,Flat / Apartment,526,1, St. James's Park,London
1575000,House,2369,4,Esher,Surrey
1275000,Flat / Apartment,976,3,,London
699995,Flat / Apartment,919,2, Canary Wharf,London
1100000,Flat / Apartment,1313,4,Hampstead,London
4500000,Penthouse,2922,3,91 City Road,London
2750000,Flat / Apartment,1295,3,Connaught Village,London
950000,Flat / Apartment,947,3,,London
715000,Flat / Apartment,789,2,Queen's Park,London
3100000,Flat / Apartment,2047,3,,London
5450000,House,2842,3,,London
1977000,New development,1075,2,Shoreditch,London
2379000,New development,1372,3,Shoreditch,London
2899000,New development,1594,3,Shoreditch,London
4750000,House,3546,5,Belsize Park,London
450000,Flat / Apartment,800,3,Solebay Street,London
1245000,House,1450,4,Putney,London
1195000,House,1262,3,Wandsworth,London
1325000,House,946,2,,London
775000,Flat / Apartment,853,2,1 Poole Street,London
465000,Flat / Apartment,667,1,Putney,London
1495000,House,2535,5,,London
650000,Flat / Apartment,495,1,,London
775000,House,926,3,,London
2400000,Flat / Apartment,1053,2,Fitzrovia,London
1695000,House,1903,4,Putney,London
1275000,House,1980,4,,London
2500000,House,2475,4,Highgate,London
675000,Flat / Apartment,1533,3,Chigwell,Essex
2500000,Flat / Apartment,1184,3, Marloes Road,Kensington
850000,New development,819,2,Nine Elms,London
1795000,House,2101,4,,London
599999,New development,735,1, Wandsworth,London
575000,Flat / Apartment,613,1,Wandsworth,London
2999000,House,3900,6,,London
865000,Flat / Apartment,781,2,Primrose Hill,London
2950000,House,4904,5,Northwood,Middx
1500000,Flat / Apartment,1364,3,6 Shad Thames,London
850000,House,972,2,,London
420000,Flat / Apartment,554,1,86 Wapping High Street,London
825000,Flat / Apartment,573,1,Hampstead,London
1599999,House,1704,4,,Twickenham
2150000,Flat / Apartment,802,2,Mayfair,London
999995,Flat / Apartment,763,2,Primrose Hill,London
1200000,Flat / Apartment,773,2,,London
525000,Flat / Apartment,844,2, Esher,Surrey
695000,Flat / Apartment,463,1,Homer Street,London
750000,Flat / Apartment,785,2,,London
550000,Flat / Apartment,1103,2,Northwood,Middlesex
1500000,Flat / Apartment,1133,3,,London
850000,Flat / Apartment,822,2,205 Randolph Avenue,London
1250000,Flat / Apartment,1407,2, Shoreditch,London
1375000,Flat / Apartment,641,1,St. James's,London
845000,Flat / Apartment,517,1,,London
560000,Flat / Apartment,541,1, Canary Wharf,London
410000,Flat / Apartment,549,1,31 Eltringham Street,London
495000,Flat / Apartment,562,1,,London
795000,Flat / Apartment,882,2,,London
3700000,House,4438,6,Twickenham,Middlesex
699999,Flat / Apartment,759,1,Camden,London
1400000,Flat / Apartment,1388,3,Richmond,Surrey
2000000,House,2736,5,,London
1750000,House,3162,5,,Lambourne End
4900000,Penthouse,2122,2,Marylebone,London
950000,New development,898,2,261B City Road,London
2250000,House,3874,5,Esher,Surrey
1350000,Flat / Apartment,1234,2,,London
900000,Flat / Apartment,962,2,Kentish Town,London
2850000,House,4094,5,East Molesey,Surrey
499999,Flat / Apartment,477,1,,London
2500000,House,3740,6,East Molesey,Surrey
1500000,Flat / Apartment,1539,4,,London
1050000,New development,1184,2,63 Mortlake High Street,London
1450000,House,2322,5,Loughton,Essex
490000,Flat / Apartment,594,1,Hackney,London
1095000,Flat / Apartment,741,1,Covent Garden,London
625000,Flat / Apartment,648,2,Barnes,London
2600000,House,3252,6,,London
3350000,Flat / Apartment,2024,4,35 Kensington Court,London
3995000,House,4767,7,,London
2500000,House,2082,3,,London
720000,New development,883,2,3 City North Place,London
715000,New development,883,2,3 City North Place,London
710000,New development,883,2,3 City North Place,London
450000,Flat / Apartment,678,2,Wandsworth,London
2350000,House,2115,4,Willoughby Road,Twickenham
2195000,House,3337,5,Teddington,Middlesex
915000,Bungalow,1771,5,Northwood,Middlesex
950000,Flat / Apartment,955,2,142 Offord Road,London
1200000,Penthouse,1152,3,52 Prince of Wales Road,London
1895000,House,3225,5,Esher,Surrey
1295000,House,2331,4,Esher,Surrey
4950000,House,3908,4,Bloomsbury,London
2100000,House,2290,5,Chiswick,London
1275000,House,1384,3,,London
5250000,House,4386,5,Richmond,Surrey
1250000,House,1013,3,Islington,London
925000,Penthouse,913,2,Hackney,London
3100000,Flat / Apartment,1682,2,Belgravia,London
3950000,House,10807,7, Tadworth,Surrey
1775000,House,3143,6,Chiswick,London
1750000,House,2230,5,Wandsworth,London
4500000,House,7935,6,Oxshott,Surrey
1295000,House,1654,4,,London
1775000,House,2446,4,,London
5700000,New development,2482,3,Duchess of Bedfords Walk,London
2950000,House,1415,3,Chelsea,London
925000,House,1642,3,Esher,Surrey
650000,Flat / Apartment,570,1,27 Lindsay Square,London
1250000,House,1674,4,,London
1300000,House,1805,4,,London
299950,Flat / Apartment,274,1,Hackney Wick,London
6500000,House,4185,6,Regent's Park,London
365000,Flat / Apartment,424,1,,London
475000,Flat / Apartment,720,2,Bethnal Green,London
1999950,Flat / Apartment,1151,3,,London
750000,Flat / Apartment,738,2,Maida Vale,London
2595000,Flat / Apartment,2006,3,Maida Vale,London
3750000,New development,1545,3,Temple,London
530000,New development,848,2, Loughton,Essex
1350000,House,954,3,,London
575000,Flat / Apartment,688,2,Haggerston,London
900000,New development,986,2, Longfield Avenue,London
1495000,Flat / Apartment,829,2,,London
495000,Flat / Apartment,626,1,73 Wapping High Street,London
300000,Flat / Apartment,446,1, Lewisham,London
795000,House,1019,3, Chiswick,London
1250000,House,1606,3,Barnes,London
1875000,Flat / Apartment,1383,3,Prince of Wales Drive,London
700000,Flat / Apartment,898,2,Wandsworth,London
4600000,House,2650,5,,London
1630000,New development,1049,2,,London
925000,House,1357,3,Wandsworth,London
1150000,Flat / Apartment,1816,2,Carlisle Place,London
3995000,House,5509,5,Wimbledon,London
1300000,Flat / Apartment,1946,3, Esher,Surrey
1425000,House,2342,5,,London
3300000,House,2885,6, Chiswick,London
890000,Flat / Apartment,848,2,,London
425000,Flat / Apartment,523,1, Putney,London
350000,Flat / Apartment,512,1,Prusom Street,London
5500000,New development,1866,2, Kensington,London
399000,Flat / Apartment,469,1,Malvern Road,London
1345000,Flat / Apartment,1001,2,,London
1200000,Penthouse,1154,2,154 Lever Street,London
1595000,House,2363,5,Woodford Green,Essex
1000000,House,1714,5,Thames Ditton,Surrey
2850000,New development,2767,3,Barnes,London
825000,Flat / Apartment,1055,3,Wandsworth,London
1600000,House,2825,5,Northwood,Middlesex
715000,Flat / Apartment,600,2,,London
850000,Flat / Apartment,565,2,,London
625000,Penthouse,902,2,,London
1895000,Flat / Apartment,1079,3,,Marylebone
8950000,Flat / Apartment,3701,3, 50 Shad Thames,London
4750000,House,4002,5,Canonbury,London
2195000,House,2492,4,,London
16999999,House,11733,9,Highgate,London
1150000,Flat / Apartment,1056,2,,London
1250000,Flat / Apartment,1332,3,Hampstead,London
1050000,Flat / Apartment,631,2,Marylebone,London
1650000,Flat / Apartment,1641,3,,London
1600000,House,1962,4,,London
5000000,House,5156,6,Stanmore,Middlesex
899950,House,1743,3, Esher,Surrey
2650000,House,4141,5,Esher,Surrey
850000,Flat / Apartment,1100,2,Pimlico,London
1350000,House,1867,4,Wandsworth,London
1825000,House,2140,4, Wandsworth,London
2350000,House,3801,7,Wandsworth,London
800000,Penthouse,1039,3,55 Peloton Avenue,London
1100000,Flat / Apartment,1152,3,Elm Tree Road,London
799950,House,1160,3, Putney,London
500000,House,792,2,Northwood,Middlesex
575000,Flat / Apartment,625,2,,London
1375000,New development,1712,4,,London
1675000,House,1845,5,Islington,London
700000,Flat / Apartment,964,2,Eaton Rise,London
1400000,House,2151,5,Ealing,London
3295000,Flat / Apartment,1846,3,,London
489000,Flat / Apartment,660,2,Rotherhithe Street,London
1395000,Penthouse,831,2,Hollywood Road,London
1200000,Flat / Apartment,834,1,,London
695000,Flat / Apartment,784,2,Chiswick,London
500000,Flat / Apartment,822,2,18 Western Gateway,London
950000,Flat / Apartment,880,2, Battersea,London
1525000,Flat / Apartment,1215,2,Thirleby Road,London
649950,Flat / Apartment,510,1,Park Road,London
3495000,Penthouse,1409,3,Knightsbridge,London
850000,Flat / Apartment,1010,2,,London
4250000,Flat / Apartment,2750,4,Little Venice,London
2125000,House,3763,5,Esher,Surrey
775000,Flat / Apartment,624,2,,London
450000,Flat / Apartment,386,1, Clerkenwell,London
650000,Flat / Apartment,458,2,Pimlico,London
3850000,New development,1776,3,Fulham Road,London
